DL/UL	time	frame	subF	slot	1stSym	symbol#	cellId	rnti	ccId	tbSize	mcs	rv	SINR(dB)	corrupt	TBler
DL	0.123232	12	3	0	1	12	4	1	0	172	2	0	4.03787	0	0
DL	0.123232	12	3	0	7	6	5	6	0	200	6	0	9.44324	0	0
DL	0.123375	12	3	1	1	6	5	4	0	440	13	0	15.5588	0	0
DL	0.123482	12	3	1	1	12	3	1	0	1272	18	0	20.002	0	0
DL	0.123482	12	3	1	1	12	4	1	0	172	2	0	4.1548	0	0
DL	0.123482	12	3	1	7	6	5	6	0	200	6	0	9.47807	0	0
DL	0.123625	12	3	2	1	6	5	4	0	440	13	0	15.5468	0	0
DL	0.123732	12	3	2	1	12	3	1	0	1272	18	1	20.0487	0	0
DL	0.123732	12	3	2	1	12	4	1	0	403	6	1	4.06294	1	1
DL	0.123732	12	3	2	7	6	5	6	0	200	6	0	9.41184	0	0
DL	0.123804	12	3	3	1	2	3	1	0	251	20	0	20.1319	0	0.113144
DL	0.123875	12	3	3	1	6	5	4	0	440	13	0	15.5948	0	0
DL	0.123982	12	3	3	1	12	4	1	0	172	2	0	7.31006	0	0
DL	0.123982	12	3	3	7	6	5	6	0	200	6	0	9.44812	0	0
DL	0.124125	12	4	0	1	6	5	4	0	440	13	0	15.4824	0	0
DL	0.124232	12	4	0	1	12	4	1	0	172	2	0	7.73359	0	0
DL	0.124232	12	4	0	7	6	5	6	0	269	8	0	9.45406	0	0.0599
DL	0.124357	12	4	1	1	5	5	4	0	366	13	0	15.5022	0	0.0002
DL	0.124446	12	4	1	6	5	5	6	0	166	6	0	9.43911	0	0
DL	0.124482	12	4	1	1	12	4	1	0	172	2	0	8.18813	0	0
UL	0.124482	12	4	1	11	2	5	6	0	53	5	0	7.2437 	0	0
DL	0.124589	12	4	2	1	4	5	4	0	292	13	0	15.5196	0	0.0001
DL	0.124661	12	4	2	5	4	5	6	0	132	6	0	9.51575	0	0
UL	0.124679	12	4	2	9	1	5	4	0	70	13	0	14.7462 	0	0
UL	0.124714	12	4	2	10	2	5	6	0	53	5	0	7.21417 	0	0
DL	0.124732	12	4	2	1	12	4	1	0	172	2	1	8.57224	0	0
DL	0.124857	12	4	3	1	5	5	4	0	366	13	0	15.4298	0	0.0002
DL	0.124964	12	4	3	1	11	3	1	0	1394	20	0	20.3627	0	0.0167294
DL	0.124964	12	4	3	6	6	5	6	0	269	8	0	9.64204	0	0.0599
DL	0.124982	12	4	3	1	12	4	1	0	403	6	0	4.84838	1	1
UL	0.124982	12	4	3	12	1	5	4	0	70	13	0	14.7168 	0	0
DL	0.125107	12	5	0	1	5	5	4	0	366	13	0	15.6401	0	0.0002
DL	0.125214	12	5	0	6	6	5	6	0	269	8	0	9.72499	0	0.0599
DL	0.125232	12	5	0	1	12	4	1	0	403	6	0	7.98789	0	0
UL	0.125232	12	5	0	12	1	5	4	0	70	13	0	14.9924 	0	0
DL	0.125375	12	5	1	1	6	5	4	0	440	13	0	15.852	0	0
DL	0.125464	12	5	1	1	11	4	1	0	369	6	0	7.70273	0	0
DL	0.125482	12	5	1	7	6	5	6	0	269	8	0	9.81674	0	0.0599
UL	0.125482	12	5	1	12	1	4	1	0	80	14	0	12.5349 	0	0.720506
DL	0.125625	12	5	2	1	6	5	4	0	440	13	0	15.9191	0	0
DL	0.125714	12	5	2	1	11	4	1	0	157	2	0	7.62242	0	0
DL	0.125732	12	5	2	7	6	5	6	0	269	8	0	9.89874	0	0.0599
UL	0.125732	12	5	2	12	1	4	1	0	80	14	0	12.612 	1	0.167277
DL	0.125875	12	5	3	1	6	5	4	0	440	13	0	15.8028	0	0
DL	0.125964	12	5	3	1	11	4	1	0	157	2	1	7.76993	0	0
DL	0.125982	12	5	3	7	6	5	6	0	269	8	0	9.90205	0	0.0599
UL	0.125982	12	5	3	12	1	4	1	0	80	14	0	12.5908 	0	0.167277
UL	0.126036	12	6	0	1	1	3	1	0	170	24	0	24.09 	0	0.0458
DL	0.126125	12	6	0	1	6	5	4	0	440	13	0	15.8044	0	0
DL	0.126214	12	6	0	1	11	4	1	0	157	2	2	7.74554	0	0
DL	0.126232	12	6	0	7	6	5	6	0	269	8	0	9.8355	0	0.0599
DL	0.126375	12	6	1	1	6	5	4	0	440	13	0	15.6579	0	0
DL	0.126464	12	6	1	1	11	4	1	0	369	6	0	7.80846	0	0
DL	0.126482	12	6	1	7	6	5	6	0	269	8	0	9.772	0	0.0599
UL	0.126482	12	6	1	12	1	4	1	0	80	14	1	12.5462 	0	0
DL	0.126625	12	6	2	1	6	5	4	0	440	13	0	15.5915	0	0
DL	0.126732	12	6	2	1	12	4	1	0	403	6	0	7.83127	0	0.0002
DL	0.126732	12	6	2	7	6	5	6	0	269	8	0	9.75419	0	0.0599
DL	0.126875	12	6	3	1	6	5	4	0	440	13	0	15.4894	0	0
DL	0.126982	12	6	3	1	12	4	1	0	403	6	0	8.02389	0	0
DL	0.126982	12	6	3	7	6	5	6	0	269	8	0	9.89888	0	0.0599
DL	0.127125	12	7	0	1	6	5	4	0	440	13	0	15.5095	0	0
DL	0.127232	12	7	0	1	12	4	1	0	403	6	0	8.14127	0	0
DL	0.127232	12	7	0	7	6	5	6	0	269	8	0	9.98691	0	0.0599
DL	0.127375	12	7	1	1	6	5	4	0	440	13	0	15.4528	0	0
DL	0.127464	12	7	1	1	11	3	1	0	1394	20	0	20.074	0	0.488872
DL	0.127482	12	7	1	1	12	4	1	0	403	6	0	4.64412	1	1
DL	0.127482	12	7	1	7	6	5	6	0	269	8	0	10.044	0	0.0599
DL	0.127625	12	7	2	1	6	5	4	0	440	13	0	15.5118	0	0
DL	0.127732	12	7	2	1	12	4	1	0	403	6	0	8.28557	0	0
DL	0.127732	12	7	2	7	6	5	6	0	269	8	0	9.85993	0	0.0599
DL	0.127875	12	7	3	1	6	5	4	0	440	13	0	15.5738	0	0
DL	0.127982	12	7	3	1	12	4	1	0	403	6	0	8.5676	0	0
DL	0.127982	12	7	3	7	6	5	6	0	269	8	0	9.88096	0	0.0599
DL	0.128125	12	8	0	1	6	5	4	0	440	13	0	15.553	0	0
DL	0.128232	12	8	0	1	12	4	1	0	172	2	0	8.58344	0	0
DL	0.128232	12	8	0	7	6	5	6	0	269	8	0	9.72353	0	0.0599
DL	0.128375	12	8	1	1	6	5	4	0	440	13	0	15.4073	0	0
DL	0.128482	12	8	1	1	12	3	1	0	1272	18	0	20.2623	0	0.00099975
DL	0.128482	12	8	1	1	12	4	1	0	403	6	1	4.16105	0	0
DL	0.128482	12	8	1	7	6	5	6	0	269	8	0	9.58618	0	0.0599
DL	0.128536	12	8	2	1	1	3	1	0	103	18	0	20.2418	0	0.0008
DL	0.128625	12	8	2	1	6	5	4	0	440	13	0	15.5594	0	0
DL	0.128732	12	8	2	1	12	4	1	0	403	6	0	8.33743	0	0
DL	0.128732	12	8	2	7	6	5	6	0	269	8	0	9.62238	0	0.0599
DL	0.128875	12	8	3	1	6	5	4	0	440	13	0	15.6087	0	0
DL	0.128982	12	8	3	1	12	3	1	0	1272	18	0	20.301	0	0.00099975
DL	0.128982	12	8	3	1	12	4	1	0	403	6	0	4.10853	1	1
DL	0.128982	12	8	3	7	6	5	6	0	269	8	0	9.5765	0	0.0599
DL	0.129036	12	9	0	1	1	3	1	0	103	18	0	20.2142	0	0.0008
DL	0.129125	12	9	0	1	6	5	4	0	440	13	0	15.5941	0	0
DL	0.129232	12	9	0	1	12	4	1	0	172	2	0	8.47078	0	0
